name; nat_dex_id; type1; type2; egg_group1; egg_group2; height; weight; male_ratio; classification; capture_rate; egg_steps; exp_growth; ev; color; sz_flee_rate; ability; base_happiness; base_atk; base_def; base_spatk; base_spdef; base_speed; base_hp; damage_normal; damage_fire; damage_water; damage_grass; damage_electric; damage_ice; damage_fighting; damage_poison; damage_ground; damage_flying; damage_psychic; damage_bug; damage_rock; damage_ghost; damage_dragon; damage_dark; damage_steel; dex_entry_diamond; dex_entry_pearl; dex_entry_platinum; dex_entry_HG; dex_entry_SS; 
Clefable; 36; Fairy; None; Fairy; Fairy; 1.3; 40.0; 25.0; Fairy Pokémon; 25; 2560; 800000; 3 HP Point(s); Pink; 0; Cute Charm; 140; 155 - 202; 300 - 394; 155 - 202; 300 - 394; 155 - 202; 95; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; Rarely seen by people, it is said to be drawn by the full moon to play at deserted lakes.; Its hearing is so acute it can hear a pin drop over half a mile away. It lives on quiet mountains.; It is very wary and rarely shows itself to people. Its ears can hear a pin drop over half a mile away.; With its acute hearing, it can pick up sounds from far away. It usually hides in quiet places.; Its very sensitive ears let it distinguish distant sounds. As a result, it prefers quiet places.; 
Vulpix; 37; Fire; None; Ground; Ground; 0.6; 9.9; 25.0; Fox Pokémon; 190; 5120; 1000000; 1 Speed Point(s); Brown; 0; Flash Fire; 70; 98 - 145; 186 - 280; 98 - 145; 186 - 280; 98 - 145; 38; 1.0; 0.5; 2.0; 0.5; 1.0; 0.5; 1.0; 1.0; 2.0; 1.0; 1.0; 0.5; 2.0; 1.0; 1.0; 1.0; 0.5; It controls balls of fire. As it grows, its six tails split from their tips to make more tails.; It controls balls of fire. As it grows, its six tails split from their tips to make more tails.; It controls balls of fire. As it grows, its six tails split from their tips to make more tails.; As it develops, its single white tail gains color and splits into six. It is quite warm and cuddly.; If it is attacked by an enemy that is stronger than itself, it feigns injury to fool the enemy and escapes.; 
Ninetales; 38; Fire; None; Ground; Ground; 1.1; 19.9; 25.0; Fox Pokémon; 75; 5120; 1000000; 1 Speed Point(s) 1 Sp. Defense Point(s); Yellow; 0; Flash Fire; 70; 133 - 180; 256 - 350; 133 - 180; 256 - 350; 133 - 180; 73; 1.0; 0.5; 2.0; 0.5; 1.0; 0.5; 1.0; 1.0; 2.0; 1.0; 1.0; 0.5; 2.0; 1.0; 1.0; 1.0; 0.5; Its nine tails are said to be imbued with a mystic power. It can live for a thousand years.; Its nine tails are said to be imbued with a mystic power. It can live for a thousand years.; Its nine tails are said to be imbued with a mystic power. It can live for a thousand years.; Some legends claim that each of its nine tails has its own unique type of special mystical power.; Its nine beautiful tails are filled with a wondrous energy that could keep it alive for 1,000 years.; 
Jigglypuff; 39; Normal; Fairy; Fairy; Fairy; 0.5; 5.5; 25.0; Balloon Pokémon; 170; 2560; 800000; 2 HP Point(s); Pink; 120; Cute Charm; 70; 175 - 222; 340 - 434; 175 - 222; 340 - 434; 175 - 222; 115; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy.; When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy.; When it wavers its big, round eyes, it begins singing a lullaby that makes everyone drowsy.; If it inflates to sing a lullaby, it can perform longer and cause sure drowsiness in its audience.; Looking into its cute, round eyes causes it to sing a relaxing melody, inducing its enemies to sleep.; 
Wigglytuff; 40; Normal; Fairy; Fairy; Fairy; 1.0; 12.0; 25.0; Balloon Pokémon; 50; 2560; 800000; 3 HP Point(s); Pink; 0; Cute Charm; 70; 200 - 247; 390 - 484; 200 - 247; 390 - 484; 200 - 247; 140; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; Its fine fur feels sublime to the touch. It can expand its body by inhaling air.; Its fine fur feels sublime to the touch. It can expand its body by inhaling air.; Its fine fur feels sublime to the touch. It can expand its body by inhaling air.; Their fur feels so good that if two of them snuggle together, they wont want to be separated.; It has a very fine fur. Take care not to make it angry, or it may inflate steadily and hit with a body slam.; 
Zubat; 41; Poison; Flying; Flying; Flying; 0.8; 7.5; 50.0; Bat Pokémon; 255; 3840; 1000000; 1 Speed Point(s); Purple; 90; Inner Focus; 70; 100 - 147; 190 - 284; 100 - 147; 190 - 284; 100 - 147; 40; 1.0; 1.0; 1.0; 0.25; 2.0; 2.0; 0.25; 0.5; 0.0; 1.0; 2.0; 0.25; 2.0; 1.0; 1.0; 1.0; 1.0; Even though it has no eyes, it can sense obstacles using ultrasonic waves it emits from its mouth.; Disliking sunlight, it sleeps deep in forests and caves until sundown.; It checks its surroundings and location using reflections of the ultrasonic waves from its mou; While flying, it constantly emits ultrasonic waves from its mouth to check its surroundings.; Capable of flying safely in dark places, it emits ultrasonic cries to check for any obstacles.; 
Golbat; 42; Poison; Flying; Flying; Flying; 1.6; 55.0; 50.0; Bat Pokémon; 90; 3840; 1000000; 2 Speed Point(s); Purple; 60; Inner Focus; 70; 135 - 182; 260 - 354; 135 - 182; 260 - 354; 135 - 182; 75; 1.0; 1.0; 1.0; 0.25; 2.0; 2.0; 0.25; 0.5; 0.0; 1.0; 2.0; 0.25; 2.0; 1.0; 1.0; 1.0; 1.0; It loves the blood of humans and Pokmon. It flies around at night in search of neck veins.; Once it starts sucking blood, it does not stop until it is full. It flies at night in search of prey.; Its sharp fangs puncture the toughest of hides and have small holes for greedily sucking blood.; However hard its victims hide may be, it punctures with sharp fangs and gorges itself with blood.; It can drink more than 10 ounces of blood at once. If it has too much, it gets heavy and flies clumsily.; 
Oddish; 43; Grass; Poison; Plant; Plant; 0.5; 5.4; 50.0; Weed Pokémon; 255; 5120; 1059860; 1 Sp. Attack Point(s); Blue; 90; Chlorophyll; 70; 105 - 152; 200 - 294; 105 - 152; 200 - 294; 105 - 152; 45; 1.0; 2.0; 0.5; 0.25; 0.5; 2.0; 0.5; 1.0; 1.0; 2.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; It often plants its root feet in the ground during the day and sows seeds as it walks about at night.; It often plants its root feet in the ground during the day and sows seeds as it walks about at night.; It often plants its root feet in the ground during the day and sows seeds as it walks about at night.; Awakened by moonlight, it roams actively at night. In the day, it stays quietly underground.; If exposed to moonlight, it starts to move. It roams far and wide at night to scatter its seeds.; 
Gloom; 44; Grass; Poison; Plant; Plant; 0.8; 8.6; 50.0; Weed Pokémon; 120; 5120; 1059860; 2 Sp. Attack Point(s); Blue; 60; Chlorophyll; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 1.0; 2.0; 0.5; 0.25; 0.5; 2.0; 0.5; 1.0; 1.0; 2.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.; The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.; The honey it drools from its mouth smells so atrocious, it can curl noses more than a mile away.; What appears to be drool is actually sweet honey. It is very sticky and clings stubbornly if touched.; It secretes a sticky, drool-like honey. Although sweet, it smells too repulsive to get very close.; 
Vileplume; 45; Grass; Poison; Plant; Plant; 1.2; 18.6; 50.0; Flower Pokémon; 45; 5120; 1059860; 3 Sp. Attack Point(s); Red; 0; Chlorophyll; 70; 135 - 182; 260 - 354; 135 - 182; 260 - 354; 135 - 182; 75; 1.0; 2.0; 0.5; 0.25; 0.5; 2.0; 0.5; 1.0; 1.0; 2.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen.; Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen.; Its petals are the largest in the world. As it walks, it scatters extremely allergenic pollen.; It has the worlds largest petals. With every step, the petals shake out heavy clouds of toxic pollen.; The bud bursts into bloom with a bang. It then starts scattering allergenic, poisonous pollen.; 
Paras; 46; Bug; Grass; Bug; Plant; 0.3; 5.4; 50.0; Mushroom Pokémon; 190; 5120; 1000000; 1 Attack Point(s); Red; 120; Effect Spore; 70; 95 - 142; 180 - 274; 95 - 142; 180 - 274; 95 - 142; 35; 1.0; 4.0; 0.5; 0.25; 0.5; 2.0; 0.5; 2.0; 0.25; 4.0; 1.0; 2.0; 2.0; 1.0; 1.0; 1.0; 1.0; Mushrooms named tochukaso grow on its back. They grow along with the host PARAS.; Mushrooms named tochukaso grow on its back. They grow along with the host PARAS.; Mushrooms named tochukaso grow on its back. They grow along with the host PARAS.; It is doused with mushroom spores when it is born. As its body grows, mushrooms sprout from its back.; As its body grows, large mushrooms named tochukaso start sprouting out of its back.; 
Parasect; 47; Bug; Grass; Bug; Plant; 1.0; 29.5; 50.0; Mushroom Pokémon; 75; 5120; 1000000; 2 Attack Point(s) 1 Defense Point(s); Red; 90; Effect Spore; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 1.0; 4.0; 0.5; 0.25; 0.5; 2.0; 0.5; 2.0; 0.25; 4.0; 1.0; 2.0; 2.0; 1.0; 1.0; 1.0; 1.0; A mushroom grown larger than the hosts body controls PARASECT. It scatters poisonous spores.; It is controlled by a mushroom grown larger than the bug body. It is said to prefer damp places.; A mushroom grown larger than the hosts body controls PARASECT. It scatters poisonous spores.; It stays mostly in dark, damp places, the preference not of the bug, but of the big mushroom on its back.; The larger the mushroom on its back grows, the stronger the mushroom spores it scatters.; 
Venonat; 48; Bug; Poison; Bug; Bug; 1.0; 30.0; 50.0; Insect Pokémon; 190; 5120; 1000000; 1 Sp. Defense Point(s); Purple; 0; Compoundeyes; 70; 120 - 167; 230 - 324; 120 - 167; 230 - 324; 120 - 167; 60; 1.0; 2.0; 1.0; 0.25; 1.0; 1.0; 0.25; 0.5; 1.0; 2.0; 2.0; 0.5; 2.0; 1.0; 1.0; 1.0; 1.0; Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light.; Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light.; Its big eyes are actually clusters of tiny eyes. At night, its kind is drawn by light.; Its eyes also function as radar units. It catches and eats small bugs that hide in darkness.; Poison oozes from all over its body. It catches and eats small bugs at night that are attracted by light.; 
Venomoth; 49; Bug; Poison; Bug; Bug; 1.5; 12.5; 50.0; Poison Moth Pokémon; 75; 5120; 1000000; 1 Speed Point(s) 1 Sp. Attack Point(s); Purple; 0; Shield Dust; 70; 130 - 177; 250 - 344; 130 - 177; 250 - 344; 130 - 177; 70; 1.0; 2.0; 1.0; 0.25; 1.0; 1.0; 0.25; 0.5; 1.0; 2.0; 2.0; 0.5; 2.0; 1.0; 1.0; 1.0; 1.0; It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.; It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.; It flutters its wings to scatter dustlike scales. The scales leach toxins if they contact skin.; When it attacks, it flaps its large wings violently to scatter its poisonous powder all around.; The powder on its wings is poisonous if it is dark in hue. If it is light in hue, it causes paralysis.; 
Diglett; 50; Ground; None; Ground; Ground; 0.2; 0.8; 50.0; Mole Pokémon; 255; 5120; 1000000; 1 Speed Point(s); Brown; 120; Sand Veil; 70; 70 - 117; 130 - 224; 70 - 117; 130 - 224; 70 - 117; 10; 1.0; 1.0; 2.0; 2.0; 0.0; 2.0; 1.0; 0.5; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 1.0; A Pokmon that lives underground. Because of its dark habitat, it is repelled by bright sunlight.; A Pokmon that lives underground. Because of its dark habitat, it is repelled by bright sunlight.; A Pokmon that lives underground. Because of its dark habitat, it is repelled by bright sunlight.; Its skin is very thin. If it is exposed to light, its blood heats up, causing it to grow weak.; If a DIGLETT digs through a field, it leaves the soil perfectly tilled and ideal for planting crops.; 
Dugtrio; 51; Ground; None; Ground; Ground; 0.7; 33.3; 50.0; Mole Pokémon; 50; 5120; 1000000; 2 Speed Point(s); Brown; 0; Sand Veil; 70; 95 - 142; 180 - 274; 95 - 142; 180 - 274; 95 - 142; 35; 1.0; 1.0; 2.0; 2.0; 0.0; 2.0; 1.0; 0.5; 1.0; 1.0; 1.0; 1.0; 0.5; 1.0; 1.0; 1.0; 1.0; Its three heads move alternately, driving it through tough soil to depths of over 60 miles.; Its three heads move alternately, driving it through tough soil to depths of over 60 miles.; Its three heads move alternately, driving it through tough soil to depths of over 60 miles.; Its three heads bob separately up and down to loosen the soil nearby, making it easier for it to burrow.; Extremely powerful, they can dig through even the hardest ground to a depth of over 60 miles.; 
Meowth; 52; Normal; None; Ground; Ground; 0.4; 4.2; 50.0; Scratch Cat Pokémon; 255; 5120; 1000000; 1 Speed Point(s); Yellow; 0; Pickup; 70; 100 - 147; 190 - 284; 100 - 147; 190 - 284; 100 - 147; 40; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly.; It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly.; It is nocturnal in nature. If it spots something shiny, its eyes glitter brightly.; It is fascinated by round objects. It cant stop playing with them until it tires and falls asleep.; It loves anything that shines. It especially adores coins that it picks up and secretly hoards.; 
Persian; 53; Normal; None; Ground; Ground; 1.0; 32.0; 50.0; Classy Cat Pokémon; 90; 5120; 1000000; 2 Speed Point(s); Yellow; 0; Limber; 70; 125 - 172; 240 - 334; 125 - 172; 240 - 334; 125 - 172; 65; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 1.0; A very haughty Pokmon. Among fans, the size of the jewel in its forehead is a topic of much talk.; A very haughty Pokmon. Among fans, the size of the jewel in its forehead is a topic of much talk.; A very haughty Pokmon. Among fans, the size of the jewel in its forehead is a topic of much talk.; Many adore it for its sophisticated air. However, it will lash out and scratch for little reason.; Its lithe muscles allow it to walk without making a sound. It attacks in an instant.; 
Psyduck; 54; Water; None; Water 1; Ground; 0.8; 19.6; 50.0; Duck Pokémon; 190; 5120; 1000000; 1 Sp. Attack Point(s); Yellow; 90; Damp; 70; 110 - 157; 210 - 304; 110 - 157; 210 - 304; 110 - 157; 50; 1.0; 0.5; 0.5; 2.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; If its usual headache worsens, it starts exhibiting odd powers. It cant remember doing so, however.; It never remembers using its odd powers, so it always tilts its head in puzzlement.; Overwhelmed by enigmatic abilities, it suffers a constant headache. It sometimes uses mysterious powers.; It has mystical powers but doesnt recall that it has used them. That is why it always looks puzzled.; If its chronic headache peaks, it may exhibit odd powers. It seems unable to recall such an episode.; 
Golduck; 55; Water; None; Water 1; Ground; 1.7; 76.6; 50.0; Duck Pokémon; 75; 5120; 1000000; 2 Sp. Attack Point(s); Blue; 60; Damp; 70; 140 - 187; 270 - 364; 140 - 187; 270 - 364; 140 - 187; 80; 1.0; 0.5; 0.5; 2.0; 2.0; 0.5; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 0.5; A Pokmon that lives in lakes. It swims faster than any human swimming champion.; The flippers of its well-developed limbs give it shocking speed. It is the best swimmer among Pokmon.; It is seen swimming dynamically and elegantly using its well-developed limbs and flippers.; When it swims at full speed using its long, webbed limbs, its forehead somehow begins to glow.; It appears by waterways at dusk. It may use telekinetic powers if its forehead glows mysteriously.; 
Mankey; 56; Fighting; None; Ground; Ground; 0.5; 28.0; 50.0; Pig Monkey Pokémon; 190; 5120; 1000000; 1 Attack Point(s); Brown; 0; Vital Spirit; 70; 100 - 147; 190 - 284; 100 - 147; 190 - 284; 100 - 147; 40; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 2.0; 0.5; 0.5; 1.0; 1.0; 0.5; 1.0; It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.; It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.; It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.; It is extremely ill-tempered. Groups of them will attack any handy target for no reason.; Its unsafe to approach if it gets violently enraged for no reason and cant distinguish friends from foes.; 
Primeape; 57; Fighting; None; Ground; Ground; 1.0; 32.0; 50.0; Pig Monkey Pokémon; 75; 5120; 1000000; 2 Attack Point(s); Brown; 0; Vital Spirit; 70; 125 - 172; 240 - 334; 125 - 172; 240 - 334; 125 - 172; 65; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 1.0; 2.0; 2.0; 0.5; 0.5; 1.0; 1.0; 0.5; 1.0; It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder.; It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder.; It grows angry if you see its eyes and gets angrier if you run. If you beat it, it gets even madder.; If approached while asleep, it may awaken and angrily give chase in a groggy state of semi-sleep.; It becomes wildly furious if it even senses someone looking at it. It chases anyone that meets its glare.; 
Growlithe; 58; Fire; None; Ground; Ground; 0.7; 19.0; 75.0; Puppy Pokémon; 190; 5120; 1250000; 1 Attack Point(s); Brown; 0; Intimidate; 70; 115 - 162; 220 - 314; 115 - 162; 220 - 314; 115 - 162; 55; 1.0; 0.5; 2.0; 0.5; 1.0; 0.5; 1.0; 1.0; 2.0; 1.0; 1.0; 0.5; 2.0; 1.0; 1.0; 1.0; 0.5; A Pokmon with a loyal nature. It will remain motionless until it is given an order by its Trainer.; A Pokmon with a loyal nature. It will remain motionless until it is given an order by its Trainer.; A Pokmon with a loyal nature. It will remain motionless until it is given an order by its Trainer.; It has a brave and trustworthy nature. It fearlessly stands up to bigger and stronger foes.; Extremely loyal, it will fearlessly bark at any opponent to protect its own Trainer from harm.; 
